,lat_cr2,lon_cr2,x_cr2,y_cr2,Dist_Lag,Dist_Co,Dist_Ca,Fact_Lag,Fact_Coy,Fact_Can,Factor
0,-19.975,-68.925,507846.632,7791283.434,11996.96006444034,12115.869264885014,36332.36871055577,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.792700462578922e-05
1,-19.975,-68.875,513077.724,7791280.315,7761.789044891426,8391.698069247179,31515.61707318121,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.837702336311297e-05
2,-19.975,-68.825,518308.825,7791275.637,5595.51507284118,6982.397555739394,26855.103093125348,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.845712532115218e-05
3,-19.975,-68.775,523539.936,7791269.399,7557.820958139623,9044.028381163991,22448.355403309437,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.761649121681754e-05
4,-19.925,-68.925,507849.103,7796816.407,10615.027288907833,15952.160252964155,34709.08484054662,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.748840972401642e-05
5,-19.925,-68.875,513081.843,7796813.295,5382.445263973808,13344.430381086791,29627.86784417123,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.790142341385235e-05
6,-19.925,-68.825,518314.591,7796808.626,161.14611120649408,12506.01791815289,24610.71164999407,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.895066544125219e-05
7,-19.925,-68.775,523547.35,7796802.401,5083.786251338742,13764.147527445748,19706.609697644795,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.714075486308243e-05
8,-19.925,-68.725,528780.123,7796794.62,10316.391139130457,16650.16849078508,15026.672701484076,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.5073251971529565e-05
9,-19.875,-68.875,513085.952,7802346.243,7676.170345383871,18626.69473200614,28698.701420401492,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.717843022608955e-05
10,-19.875,-68.825,518320.343,7802341.584,5474.469195337828,18035.35306997614,23482.045921441902,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.71689656011922e-05
11,-19.875,-68.775,523554.746,7802335.372,7469.733440953877,18929.766802761085,18275.704867252007,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.605263082505663e-05
12,-19.875,-68.725,528789.162,7802327.608,11679.2710227954,21122.040195774378,13092.004854104953,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.390865517991061e-05
13,-19.825,-68.875,513090.051,7807879.16,12251.650953247261,24022.060369006824,28820.96102586108,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.628104430301004e-05
14,-19.825,-68.825,518326.082,7807874.511,11006.375141064551,23566.358983047045,23629.505792120257,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.588897393669153e-05
15,-19.825,-68.775,523562.124,7807868.312,12123.354848915307,24257.913380518043,18462.9466294175,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.486840496768808e-05
16,-19.825,-68.725,528798.18,7807860.564,15086.741047638568,26005.36787877666,13350.231826545049,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.306070756572857e-05
17,-19.775,-68.825,518331.806,7813407.407,16538.93531492501,29098.06519992807,25030.528995953715,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.505688786368318e-05
18,-19.775,-68.775,523569.484,7813401.222,17302.61052938377,29661.113541395305,20223.414233989803,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.416344669864552e-05
19,-19.875,-68.625,539258.049,7802307.419,21493.461215773492,28035.321444098932,3257.8768107408587,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,3.691424787128147e-05
20,-19.875,-68.575,544492.525,7802294.995,26588.071299281044,32218.240907530246,3525.491757989181,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,3.664868020196811e-05
21,-19.825,-68.625,539270.345,7807840.418,23521.81976781854,31878.30421264169,4170.3204658331015,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,3.7317209201754744e-05
22,-19.825,-68.575,544506.461,7807828.02,28254.378320835724,35613.79333051873,4382.636280929327,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,3.702694237819643e-05
23,-20.075,-68.875,513069.457,7780214.263,17506.609001117526,6228.84254143704,37520.27027959694,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.9060833090928004e-05
24,-20.075,-68.825,518297.251,7780209.565,16660.269498066722,4140.698996573239,33703.203979031525,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.9558181037429767e-05
25,-20.025,-68.875,513073.596,7785747.305,12359.148633957253,4898.483280387916,34203.6122833576,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.9292133202517594e-05
26,-20.025,-68.825,518303.045,7785742.617,11127.547131992857,1528.1244552433866,29965.577133549905,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,5.05881177707196e-05
27,-20.125,-68.775,523517.588,7774670.206,22766.756614154976,11233.650574598414,34900.54774808221,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.7709767845107565e-05
28,-20.075,-68.775,523525.055,7780203.301,17417.227129242663,7082.72490215638,30311.32680645351,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.841207247943973e-05
29,-20.075,-68.725,528752.874,7780195.472,19592.53592965078,11741.284649417985,27502.410790013626,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.703434704308074e-05
30,-20.075,-68.675,533980.709,7780186.076,22783.507442455964,16739.90145420382,25470.076238253383,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.583032197971208e-05
31,-20.025,-68.775,523532.505,7785736.366,12232.141378882621,5946.863820618575,26090.93646458414,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.8490531518834024e-05
32,-20.025,-68.725,528761.979,7785728.552,15170.957554654975,11094.398725895266,22766.00266368996,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.6780151211882414e-05
33,-20.025,-68.675,533991.469,7785719.176,19115.98464052895,16294.085614508665,20263.217716318828,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.5282154326138055e-05
34,-19.975,-68.725,528771.062,7791261.602,11733.645614311403,13020.86072278819,18477.841608863528,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.604483287295382e-05
35,-19.975,-68.675,534002.204,7791252.245,16522.218987643293,17663.508478885033,15287.348609279426,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.423464598378336e-05
36,-20.075,-68.625,539208.564,7780175.114,26627.481392934827,21846.40364021255,24409.088622705458,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.4839295483151316e-05
37,-20.025,-68.625,539220.98,7785708.237,23567.241023560102,21508.152403648422,18911.872274964717,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.405399921172687e-05
38,-20.025,-68.575,544450.513,7785695.735,28286.758539277496,26728.20007773432,18959.810295764608,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.3233526194078365e-05
39,-19.975,-68.625,539233.366,7791241.329,21518.300233201495,22564.693178729405,13444.195580405663,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.268301149528083e-05
40,-19.975,-68.575,544464.551,7791228.853,26605.260955029316,27586.975724446682,13511.53230678174,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.183458706170171e-05
41,-19.925,-68.675,534012.912,7796785.283,15549.137368993606,20487.3161304215,10864.57037557563,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.262871264121552e-05
42,-19.925,-68.625,539245.722,7796774.389,20781.93736220478,24838.650748432647,8066.290160203674,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.0383787666044736e-05
43,-19.925,-68.575,544478.555,7796761.939,26014.77529992809,29477.353171167775,8178.024932081248,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,3.9647793786161796e-05
44,-19.875,-68.675,534023.595,7802318.29,16486.229346582695,24262.894129269192,7975.243973580073,4.901752974096503e-05,5.168218682824398e-05,3.3363564514289066e-05,4.086389037566985e-05
